ID,SimNumber,RQAclass,PEclass,HVAclass,DTclass
2,Sim.14,not chaotic,not chaotic,not chaotic,not chaotic
3,Sim.14,chaotic,not chaotic,not chaotic,not chaotic
4,Sim.14,not chaotic,not chaotic,not chaotic,chaotic
5,Sim.14,not chaotic,not chaotic,not chaotic,not chaotic
6,Sim.14,not chaotic,not chaotic,not chaotic,not chaotic
7,Sim.14,not chaotic,not chaotic,not chaotic,not chaotic
8,Sim.14,chaotic,not chaotic,not chaotic,not chaotic
9,Sim.14,not chaotic,not chaotic,not chaotic,not chaotic
10,Sim.14,not chaotic,not chaotic,not chaotic,not chaotic
11,Sim.14,chaotic,not chaotic,not chaotic,chaotic
12,Sim.14,not chaotic,not chaotic,not chaotic,chaotic
13,Sim.14,not chaotic,not chaotic,not chaotic,not chaotic
14,Sim.14,not chaotic,not chaotic,not chaotic,not chaotic
15,Sim.14,chaotic,not chaotic,not chaotic,not chaotic
16,Sim.14,chaotic,not chaotic,not chaotic,chaotic
17,Sim.14,chaotic,chaotic,not chaotic,chaotic
18,Sim.14,chaotic,chaotic,not chaotic,chaotic
19,Sim.14,chaotic,chaotic,not chaotic,not chaotic
20,Sim.14,chaotic,chaotic,not chaotic,not chaotic
21,Sim.14,not chaotic,chaotic,not chaotic,chaotic
22,Sim.14,chaotic,chaotic,not chaotic,not chaotic
23,Sim.14,chaotic,chaotic,not chaotic,not chaotic
24,Sim.14,chaotic,chaotic,not chaotic,not chaotic
25,Sim.14,not chaotic,chaotic,not chaotic,not chaotic
26,Sim.14,chaotic,chaotic,not chaotic,not chaotic
27,Sim.14,not chaotic,chaotic,not chaotic,not chaotic
28,Sim.14,chaotic,chaotic,not chaotic,chaotic
29,Sim.14,not chaotic,chaotic,not chaotic,not chaotic
30,Sim.14,not chaotic,chaotic,not chaotic,not chaotic
31,Sim.14,chaotic,chaotic,not chaotic,not chaotic
32,Sim.14,not chaotic,chaotic,not chaotic,not chaotic
33,Sim.14,not chaotic,not chaotic,not chaotic,not chaotic
34,Sim.14,not chaotic,not chaotic,not chaotic,not chaotic
35,Sim.14,not chaotic,not chaotic,not chaotic,not chaotic
36,Sim.14,chaotic,not chaotic,not chaotic,not chaotic
37,Sim.14,not chaotic,not chaotic,not chaotic,not chaotic
38,Sim.14,not chaotic,not chaotic,not chaotic,not chaotic
39,Sim.14,chaotic,not chaotic,not chaotic,not chaotic
40,Sim.14,chaotic,not chaotic,not chaotic,not chaotic
41,Sim.14,not chaotic,not chaotic,not chaotic,not chaotic
42,Sim.14,chaotic,not chaotic,not chaotic,not chaotic
43,Sim.14,chaotic,not chaotic,not chaotic,not chaotic
44,Sim.14,chaotic,chaotic,not chaotic,not chaotic
45,Sim.14,not chaotic,not chaotic,not chaotic,not chaotic
46,Sim.14,not chaotic,not chaotic,chaotic,not chaotic
47,Sim.14,not chaotic,not chaotic,not chaotic,not chaotic
48,Sim.14,chaotic,chaotic,not chaotic,not chaotic
49,Sim.14,chaotic,chaotic,not chaotic,chaotic
50,Sim.14,chaotic,chaotic,chaotic,chaotic
51,Sim.14,chaotic,chaotic,chaotic,chaotic
52,Sim.14,chaotic,chaotic,chaotic,chaotic
53,Sim.14,chaotic,chaotic,chaotic,chaotic
54,Sim.14,chaotic,chaotic,chaotic,chaotic
55,Sim.14,not chaotic,chaotic,chaotic,chaotic
56,Sim.14,chaotic,chaotic,chaotic,chaotic
57,Sim.14,chaotic,chaotic,chaotic,chaotic
58,Sim.14,not chaotic,chaotic,chaotic,chaotic
59,Sim.14,chaotic,chaotic,chaotic,chaotic
60,Sim.14,not chaotic,chaotic,chaotic,not chaotic
61,Sim.14,not chaotic,chaotic,chaotic,chaotic
62,Sim.14,not chaotic,chaotic,chaotic,chaotic
63,Sim.14,chaotic,chaotic,chaotic,chaotic
64,Sim.14,chaotic,chaotic,chaotic,chaotic
65,Sim.14,chaotic,not chaotic,not chaotic,not chaotic
66,Sim.14,chaotic,not chaotic,not chaotic,not chaotic
67,Sim.14,not chaotic,not chaotic,not chaotic,not chaotic
68,Sim.14,chaotic,not chaotic,not chaotic,not chaotic
69,Sim.14,not chaotic,not chaotic,not chaotic,not chaotic
70,Sim.14,chaotic,not chaotic,not chaotic,not chaotic
71,Sim.14,not chaotic,not chaotic,not chaotic,not chaotic
72,Sim.14,chaotic,not chaotic,not chaotic,not chaotic
73,Sim.14,not chaotic,chaotic,not chaotic,not chaotic
74,Sim.14,not chaotic,chaotic,not chaotic,not chaotic
75,Sim.14,not chaotic,chaotic,not chaotic,not chaotic
76,Sim.14,not chaotic,chaotic,not chaotic,not chaotic
77,Sim.14,not chaotic,chaotic,chaotic,not chaotic
78,Sim.14,not chaotic,chaotic,chaotic,not chaotic
79,Sim.14,not chaotic,chaotic,not chaotic,not chaotic
80,Sim.14,not chaotic,chaotic,not chaotic,not chaotic
81,Sim.14,chaotic,not chaotic,not chaotic,not chaotic
82,Sim.14,chaotic,chaotic,not chaotic,not chaotic
83,Sim.14,chaotic,chaotic,not chaotic,not chaotic
84,Sim.14,chaotic,chaotic,not chaotic,not chaotic
85,Sim.14,not chaotic,not chaotic,chaotic,not chaotic
86,Sim.14,chaotic,not chaotic,chaotic,not chaotic
87,Sim.14,not chaotic,not chaotic,chaotic,not chaotic
88,Sim.14,not chaotic,not chaotic,chaotic,not chaotic
89,Sim.14,not chaotic,not chaotic,chaotic,not chaotic
90,Sim.14,not chaotic,not chaotic,chaotic,not chaotic
91,Sim.14,chaotic,not chaotic,chaotic,not chaotic
92,Sim.14,chaotic,not chaotic,not chaotic,not chaotic
93,Sim.14,chaotic,not chaotic,not chaotic,not chaotic
94,Sim.14,not chaotic,not chaotic,not chaotic,not chaotic
95,Sim.14,not chaotic,not chaotic,chaotic,not chaotic
96,Sim.14,not chaotic,not chaotic,not chaotic,not chaotic
1,Sim.15,not chaotic,not chaotic,not chaotic,not chaotic
2,Sim.15,not chaotic,not chaotic,not chaotic,not chaotic
3,Sim.15,chaotic,not chaotic,not chaotic,not chaotic
4,Sim.15,chaotic,not chaotic,not chaotic,chaotic
5,Sim.15,not chaotic,not chaotic,not chaotic,not chaotic
6,Sim.15,not chaotic,not chaotic,not chaotic,not chaotic
7,Sim.15,not chaotic,not chaotic,not chaotic,not chaotic
8,Sim.15,chaotic,not chaotic,not chaotic,chaotic
9,Sim.15,not chaotic,not chaotic,not chaotic,not chaotic
10,Sim.15,chaotic,not chaotic,not chaotic,not chaotic
11,Sim.15,chaotic,not chaotic,not chaotic,not chaotic
12,Sim.15,chaotic,not chaotic,not chaotic,not chaotic
13,Sim.15,not chaotic,not chaotic,not chaotic,not chaotic
14,Sim.15,not chaotic,not chaotic,not chaotic,not chaotic
15,Sim.15,chaotic,not chaotic,not chaotic,not chaotic
16,Sim.15,not chaotic,not chaotic,not chaotic,chaotic
17,Sim.15,chaotic,chaotic,not chaotic,chaotic
18,Sim.15,chaotic,chaotic,not chaotic,not chaotic
19,Sim.15,chaotic,chaotic,not chaotic,not chaotic
20,Sim.15,chaotic,chaotic,not chaotic,not chaotic
21,Sim.15,not chaotic,chaotic,not chaotic,chaotic
22,Sim.15,chaotic,chaotic,not chaotic,not chaotic
23,Sim.15,chaotic,chaotic,not chaotic,not chaotic
24,Sim.15,chaotic,chaotic,not chaotic,not chaotic
25,Sim.15,not chaotic,chaotic,not chaotic,chaotic
26,Sim.15,not chaotic,chaotic,not chaotic,not chaotic
27,Sim.15,not chaotic,chaotic,not chaotic,not chaotic
28,Sim.15,not chaotic,chaotic,not chaotic,not chaotic
29,Sim.15,chaotic,chaotic,not chaotic,not chaotic
30,Sim.15,not chaotic,chaotic,not chaotic,not chaotic
31,Sim.15,chaotic,chaotic,not chaotic,not chaotic
32,Sim.15,chaotic,chaotic,not chaotic,not chaotic
33,Sim.15,not chaotic,not chaotic,not chaotic,not chaotic
34,Sim.15,not chaotic,not chaotic,not chaotic,not chaotic
35,Sim.15,not chaotic,not chaotic,not chaotic,not chaotic
36,Sim.15,not chaotic,not chaotic,not chaotic,not chaotic
37,Sim.15,not chaotic,not chaotic,not chaotic,not chaotic
38,Sim.15,not chaotic,not chaotic,not chaotic,not chaotic
39,Sim.15,not chaotic,not chaotic,not chaotic,not chaotic
40,Sim.15,chaotic,not chaotic,not chaotic,not chaotic
41,Sim.15,not chaotic,not chaotic,not chaotic,not chaotic
42,Sim.15,chaotic,not chaotic,not chaotic,not chaotic
43,Sim.15,not chaotic,not chaotic,not chaotic,not chaotic
44,Sim.15,chaotic,not chaotic,not chaotic,not chaotic
45,Sim.15,not chaotic,not chaotic,not chaotic,not chaotic
46,Sim.15,not chaotic,not chaotic,not chaotic,not chaotic
47,Sim.15,not chaotic,not chaotic,not chaotic,not chaotic
48,Sim.15,not chaotic,chaotic,not chaotic,not chaotic
49,Sim.15,not chaotic,chaotic,chaotic,chaotic
50,Sim.15,chaotic,chaotic,chaotic,chaotic
51,Sim.15,chaotic,chaotic,chaotic,chaotic
52,Sim.15,chaotic,chaotic,chaotic,not chaotic
53,Sim.15,chaotic,chaotic,chaotic,chaotic
54,Sim.15,chaotic,chaotic,chaotic,chaotic
55,Sim.15,chaotic,chaotic,chaotic,chaotic
56,Sim.15,chaotic,chaotic,chaotic,chaotic
57,Sim.15,chaotic,chaotic,chaotic,chaotic
58,Sim.15,not chaotic,chaotic,not chaotic,chaotic
59,Sim.15,chaotic,chaotic,chaotic,chaotic
60,Sim.15,chaotic,chaotic,chaotic,chaotic
61,Sim.15,not chaotic,chaotic,chaotic,chaotic
62,Sim.15,chaotic,chaotic,chaotic,chaotic
63,Sim.15,not chaotic,chaotic,chaotic,not chaotic
64,Sim.15,chaotic,chaotic,chaotic,chaotic
65,Sim.15,chaotic,not chaotic,not chaotic,not chaotic
66,Sim.15,not chaotic,not chaotic,not chaotic,not chaotic
67,Sim.15,chaotic,not chaotic,not chaotic,not chaotic
68,Sim.15,not chaotic,not chaotic,not chaotic,not chaotic
69,Sim.15,not chaotic,chaotic,not chaotic,not chaotic
70,Sim.15,not chaotic,not chaotic,not chaotic,not chaotic
71,Sim.15,not chaotic,not chaotic,not chaotic,not chaotic
72,Sim.15,not chaotic,chaotic,not chaotic,not chaotic
73,Sim.15,not chaotic,chaotic,not chaotic,not chaotic
74,Sim.15,not chaotic,chaotic,not chaotic,not chaotic
75,Sim.15,not chaotic,chaotic,not chaotic,not chaotic
76,Sim.15,not chaotic,chaotic,not chaotic,not chaotic
77,Sim.15,not chaotic,chaotic,not chaotic,not chaotic
78,Sim.15,not chaotic,chaotic,not chaotic,not chaotic
79,Sim.15,not chaotic,chaotic,not chaotic,not chaotic
80,Sim.15,not chaotic,chaotic,chaotic,not chaotic
81,Sim.15,chaotic,chaotic,not chaotic,not chaotic
82,Sim.15,chaotic,chaotic,not chaotic,not chaotic
83,Sim.15,chaotic,not chaotic,not chaotic,not chaotic
84,Sim.15,chaotic,not chaotic,not chaotic,not chaotic
85,Sim.15,not chaotic,chaotic,not chaotic,not chaotic
86,Sim.15,chaotic,not chaotic,chaotic,not chaotic
87,Sim.15,chaotic,chaotic,chaotic,not chaotic
88,Sim.15,not chaotic,not chaotic,chaotic,not chaotic
89,Sim.15,not chaotic,not chaotic,not chaotic,not chaotic
90,Sim.15,not chaotic,not chaotic,chaotic,not chaotic
91,Sim.15,not chaotic,not chaotic,not chaotic,not chaotic
92,Sim.15,not chaotic,not chaotic,chaotic,not chaotic
93,Sim.15,not chaotic,not chaotic,chaotic,not chaotic
94,Sim.15,not chaotic,not chaotic,not chaotic,not chaotic
95,Sim.15,not chaotic,not chaotic,not chaotic,not chaotic
96,Sim.15,chaotic,not chaotic,not chaotic,not chaotic
1,Sim.16,not chaotic,not chaotic,not chaotic,not chaotic
2,Sim.16,not chaotic,not chaotic,not chaotic,not chaotic
3,Sim.16,chaotic,not chaotic,not chaotic,not chaotic
4,Sim.16,not chaotic,not chaotic,not chaotic,chaotic
5,Sim.16,not chaotic,not chaotic,not chaotic,not chaotic
6,Sim.16,not chaotic,not chaotic,not chaotic,not chaotic
7,Sim.16,not chaotic,not chaotic,not chaotic,not chaotic
8,Sim.16,chaotic,not chaotic,not chaotic,not chaotic
9,Sim.16,not chaotic,not chaotic,not chaotic,not chaotic
10,Sim.16,not chaotic,not chaotic,not chaotic,not chaotic
11,Sim.16,not chaotic,not chaotic,not chaotic,not chaotic
12,Sim.16,chaotic,not chaotic,not chaotic,chaotic
13,Sim.16,not chaotic,not chaotic,not chaotic,not chaotic
14,Sim.16,not chaotic,not chaotic,not chaotic,not chaotic
15,Sim.16,not chaotic,not chaotic,not chaotic,chaotic
16,Sim.16,chaotic,not chaotic,not chaotic,chaotic
17,Sim.16,chaotic,chaotic,not chaotic,chaotic
18,Sim.16,chaotic,chaotic,not chaotic,not chaotic
19,Sim.16,chaotic,chaotic,not chaotic,not chaotic
20,Sim.16,chaotic,chaotic,not chaotic,chaotic
21,Sim.16,not chaotic,chaotic,not chaotic,not chaotic
22,Sim.16,chaotic,chaotic,not chaotic,not chaotic
23,Sim.16,chaotic,chaotic,not chaotic,not chaotic
24,Sim.16,chaotic,chaotic,not chaotic,not chaotic
25,Sim.16,chaotic,chaotic,not chaotic,not chaotic
26,Sim.16,not chaotic,chaotic,not chaotic,not chaotic
27,Sim.16,not chaotic,chaotic,not chaotic,not chaotic
28,Sim.16,chaotic,chaotic,not chaotic,not chaotic
29,Sim.16,chaotic,chaotic,not chaotic,not chaotic
30,Sim.16,chaotic,chaotic,not chaotic,not chaotic
31,Sim.16,chaotic,chaotic,not chaotic,not chaotic
32,Sim.16,not chaotic,chaotic,not chaotic,not chaotic
33,Sim.16,not chaotic,not chaotic,not chaotic,not chaotic
34,Sim.16,not chaotic,not chaotic,not chaotic,not chaotic
35,Sim.16,not chaotic,not chaotic,not chaotic,not chaotic
36,Sim.16,chaotic,chaotic,not chaotic,not chaotic
37,Sim.16,not chaotic,not chaotic,not chaotic,not chaotic
38,Sim.16,chaotic,not chaotic,not chaotic,not chaotic
39,Sim.16,not chaotic,not chaotic,not chaotic,not chaotic
40,Sim.16,chaotic,not chaotic,not chaotic,not chaotic
41,Sim.16,not chaotic,not chaotic,not chaotic,not chaotic
42,Sim.16,not chaotic,not chaotic,not chaotic,not chaotic
43,Sim.16,chaotic,not chaotic,not chaotic,not chaotic
44,Sim.16,chaotic,not chaotic,not chaotic,not chaotic
45,Sim.16,chaotic,not chaotic,not chaotic,not chaotic
46,Sim.16,not chaotic,not chaotic,not chaotic,not chaotic
47,Sim.16,chaotic,not chaotic,not chaotic,not chaotic
48,Sim.16,not chaotic,not chaotic,chaotic,not chaotic
49,Sim.16,not chaotic,chaotic,chaotic,chaotic
50,Sim.16,chaotic,chaotic,chaotic,chaotic
51,Sim.16,chaotic,chaotic,chaotic,chaotic
52,Sim.16,chaotic,chaotic,chaotic,chaotic
53,Sim.16,chaotic,chaotic,chaotic,chaotic
54,Sim.16,chaotic,chaotic,chaotic,chaotic
55,Sim.16,chaotic,chaotic,chaotic,chaotic
56,Sim.16,chaotic,chaotic,chaotic,not chaotic
57,Sim.16,not chaotic,chaotic,chaotic,chaotic
58,Sim.16,chaotic,chaotic,chaotic,not chaotic
59,Sim.16,chaotic,chaotic,chaotic,chaotic
60,Sim.16,chaotic,chaotic,chaotic,chaotic
61,Sim.16,not chaotic,chaotic,chaotic,chaotic
62,Sim.16,not chaotic,chaotic,not chaotic,chaotic
63,Sim.16,not chaotic,chaotic,chaotic,not chaotic
64,Sim.16,not chaotic,chaotic,chaotic,chaotic
65,Sim.16,not chaotic,not chaotic,not chaotic,not chaotic
66,Sim.16,chaotic,not chaotic,not chaotic,not chaotic
67,Sim.16,chaotic,not chaotic,not chaotic,not chaotic
68,Sim.16,chaotic,not chaotic,not chaotic,not chaotic
69,Sim.16,not chaotic,not chaotic,not chaotic,not chaotic
70,Sim.16,not chaotic,not chaotic,not chaotic,not chaotic
71,Sim.16,not chaotic,not chaotic,not chaotic,not chaotic
72,Sim.16,not chaotic,not chaotic,not chaotic,not chaotic
73,Sim.16,not chaotic,not chaotic,not chaotic,not chaotic
74,Sim.16,not chaotic,chaotic,not chaotic,not chaotic
75,Sim.16,not chaotic,chaotic,not chaotic,not chaotic
76,Sim.16,not chaotic,chaotic,not chaotic,not chaotic
77,Sim.16,not chaotic,not chaotic,chaotic,not chaotic
78,Sim.16,not chaotic,chaotic,chaotic,not chaotic
79,Sim.16,not chaotic,chaotic,not chaotic,not chaotic
80,Sim.16,not chaotic,chaotic,not chaotic,not chaotic
81,Sim.16,chaotic,chaotic,not chaotic,not chaotic
82,Sim.16,chaotic,chaotic,not chaotic,not chaotic
83,Sim.16,chaotic,chaotic,not chaotic,not chaotic
84,Sim.16,chaotic,not chaotic,not chaotic,not chaotic
85,Sim.16,chaotic,chaotic,chaotic,not chaotic
86,Sim.16,chaotic,not chaotic,chaotic,not chaotic
87,Sim.16,not chaotic,chaotic,chaotic,not chaotic
88,Sim.16,chaotic,not chaotic,chaotic,not chaotic
89,Sim.16,not chaotic,not chaotic,not chaotic,not chaotic
90,Sim.16,not chaotic,not chaotic,not chaotic,not chaotic
91,Sim.16,not chaotic,not chaotic,not chaotic,not chaotic
92,Sim.16,not chaotic,not chaotic,chaotic,not chaotic
93,Sim.16,not chaotic,not chaotic,chaotic,not chaotic
94,Sim.16,not chaotic,not chaotic,not chaotic,not chaotic
95,Sim.16,not chaotic,not chaotic,chaotic,not chaotic
96,Sim.16,not chaotic,not chaotic,chaotic,not chaotic
1,Sim.17,not chaotic,not chaotic,not chaotic,not chaotic
2,Sim.17,not chaotic,not chaotic,not chaotic,not chaotic
3,Sim.17,chaotic,not chaotic,not chaotic,chaotic
4,Sim.17,chaotic,not chaotic,not chaotic,chaotic
5,Sim.17,not chaotic,not chaotic,not chaotic,not chaotic
6,Sim.17,not chaotic,not chaotic,not chaotic,not chaotic
7,Sim.17,chaotic,not chaotic,not chaotic,not chaotic
8,Sim.17,chaotic,not chaotic,not chaotic,not chaotic
9,Sim.17,not chaotic,not chaotic,not chaotic,not chaotic
10,Sim.17,not chaotic,not chaotic,not chaotic,not chaotic
11,Sim.17,not chaotic,not chaotic,not chaotic,not chaotic
12,Sim.17,chaotic,not chaotic,not chaotic,not chaotic
13,Sim.17,not chaotic,not chaotic,not chaotic,not chaotic
14,Sim.17,not chaotic,not chaotic,not chaotic,not chaotic
15,Sim.17,not chaotic,not chaotic,not chaotic,chaotic
16,Sim.17,chaotic,not chaotic,not chaotic,chaotic
17,Sim.17,chaotic,chaotic,not chaotic,chaotic
18,Sim.17,chaotic,chaotic,not chaotic,not chaotic
19,Sim.17,chaotic,chaotic,not chaotic,not chaotic
20,Sim.17,chaotic,chaotic,not chaotic,not chaotic
21,Sim.17,not chaotic,chaotic,not chaotic,not chaotic
22,Sim.17,chaotic,chaotic,not chaotic,chaotic
23,Sim.17,chaotic,chaotic,not chaotic,not chaotic
24,Sim.17,chaotic,chaotic,not chaotic,not chaotic
25,Sim.17,chaotic,chaotic,not chaotic,not chaotic
26,Sim.17,chaotic,chaotic,not chaotic,not chaotic
27,Sim.17,not chaotic,chaotic,not chaotic,not chaotic
28,Sim.17,chaotic,chaotic,not chaotic,not chaotic
29,Sim.17,chaotic,chaotic,not chaotic,not chaotic
30,Sim.17,not chaotic,chaotic,not chaotic,not chaotic
31,Sim.17,not chaotic,chaotic,not chaotic,not chaotic
32,Sim.17,chaotic,chaotic,not chaotic,not chaotic
33,Sim.17,not chaotic,not chaotic,not chaotic,not chaotic
34,Sim.17,not chaotic,not chaotic,not chaotic,not chaotic
35,Sim.17,not chaotic,not chaotic,not chaotic,not chaotic
36,Sim.17,not chaotic,not chaotic,not chaotic,not chaotic
37,Sim.17,chaotic,not chaotic,not chaotic,not chaotic
38,Sim.17,not chaotic,not chaotic,not chaotic,not chaotic
39,Sim.17,not chaotic,not chaotic,not chaotic,not chaotic
40,Sim.17,not chaotic,not chaotic,not chaotic,not chaotic
41,Sim.17,not chaotic,not chaotic,not chaotic,not chaotic
42,Sim.17,not chaotic,not chaotic,not chaotic,not chaotic
43,Sim.17,chaotic,not chaotic,not chaotic,not chaotic
44,Sim.17,chaotic,not chaotic,not chaotic,not chaotic
45,Sim.17,not chaotic,not chaotic,not chaotic,not chaotic
46,Sim.17,chaotic,not chaotic,not chaotic,not chaotic
47,Sim.17,not chaotic,not chaotic,not chaotic,not chaotic
48,Sim.17,chaotic,not chaotic,not chaotic,not chaotic
49,Sim.17,chaotic,chaotic,chaotic,chaotic
50,Sim.17,chaotic,chaotic,chaotic,chaotic
51,Sim.17,chaotic,chaotic,chaotic,chaotic
52,Sim.17,chaotic,chaotic,chaotic,chaotic
53,Sim.17,chaotic,chaotic,chaotic,chaotic
54,Sim.17,chaotic,chaotic,chaotic,chaotic
55,Sim.17,chaotic,chaotic,chaotic,chaotic
56,Sim.17,not chaotic,chaotic,chaotic,not chaotic
57,Sim.17,chaotic,chaotic,chaotic,chaotic
58,Sim.17,chaotic,chaotic,chaotic,chaotic
59,Sim.17,chaotic,chaotic,chaotic,chaotic
60,Sim.17,chaotic,chaotic,chaotic,not chaotic
61,Sim.17,not chaotic,chaotic,not chaotic,chaotic
62,Sim.17,not chaotic,chaotic,chaotic,chaotic
63,Sim.17,not chaotic,chaotic,chaotic,chaotic
64,Sim.17,not chaotic,chaotic,chaotic,not chaotic
65,Sim.17,chaotic,not chaotic,not chaotic,not chaotic
66,Sim.17,not chaotic,not chaotic,not chaotic,not chaotic
67,Sim.17,chaotic,not chaotic,not chaotic,not chaotic
68,Sim.17,not chaotic,not chaotic,not chaotic,not chaotic
69,Sim.17,not chaotic,not chaotic,not chaotic,not chaotic
70,Sim.17,not chaotic,not chaotic,not chaotic,not chaotic
71,Sim.17,not chaotic,not chaotic,not chaotic,not chaotic
72,Sim.17,not chaotic,not chaotic,not chaotic,not chaotic
73,Sim.17,not chaotic,chaotic,not chaotic,not chaotic
74,Sim.17,not chaotic,chaotic,not chaotic,not chaotic
75,Sim.17,not chaotic,chaotic,not chaotic,not chaotic
76,Sim.17,not chaotic,chaotic,not chaotic,not chaotic
77,Sim.17,not chaotic,chaotic,not chaotic,not chaotic
78,Sim.17,not chaotic,chaotic,chaotic,not chaotic
79,Sim.17,not chaotic,chaotic,not chaotic,not chaotic
80,Sim.17,not chaotic,chaotic,not chaotic,not chaotic
81,Sim.17,chaotic,not chaotic,not chaotic,not chaotic
82,Sim.17,chaotic,not chaotic,not chaotic,not chaotic
83,Sim.17,chaotic,chaotic,not chaotic,not chaotic
84,Sim.17,chaotic,chaotic,not chaotic,not chaotic
85,Sim.17,not chaotic,not chaotic,chaotic,not chaotic
86,Sim.17,not chaotic,not chaotic,chaotic,not chaotic
87,Sim.17,not chaotic,not chaotic,not chaotic,not chaotic
88,Sim.17,not chaotic,chaotic,not chaotic,not chaotic
89,Sim.17,not chaotic,not chaotic,not chaotic,not chaotic
90,Sim.17,chaotic,not chaotic,not chaotic,not chaotic
91,Sim.17,not chaotic,not chaotic,chaotic,not chaotic
92,Sim.17,not chaotic,not chaotic,not chaotic,not chaotic
93,Sim.17,not chaotic,not chaotic,not chaotic,not chaotic
94,Sim.17,not chaotic,not chaotic,not chaotic,not chaotic
95,Sim.17,chaotic,not chaotic,chaotic,not chaotic
96,Sim.17,chaotic,not chaotic,chaotic,not chaotic
1,Sim.18,not chaotic,not chaotic,not chaotic,not chaotic
2,Sim.18,not chaotic,not chaotic,not chaotic,not chaotic
3,Sim.18,not chaotic,not chaotic,not chaotic,not chaotic
4,Sim.18,not chaotic,not chaotic,not chaotic,chaotic
5,Sim.18,not chaotic,not chaotic,not chaotic,not chaotic
6,Sim.18,not chaotic,not chaotic,not chaotic,not chaotic
7,Sim.18,chaotic,not chaotic,not chaotic,not chaotic
8,Sim.18,chaotic,not chaotic,not chaotic,chaotic
9,Sim.18,not chaotic,not chaotic,not chaotic,not chaotic
10,Sim.18,not chaotic,not chaotic,not chaotic,not chaotic
11,Sim.18,chaotic,not chaotic,not chaotic,not chaotic
12,Sim.18,chaotic,not chaotic,not chaotic,chaotic
13,Sim.18,not chaotic,not chaotic,not chaotic,not chaotic
14,Sim.18,not chaotic,not chaotic,not chaotic,not chaotic
15,Sim.18,chaotic,not chaotic,not chaotic,chaotic
16,Sim.18,chaotic,not chaotic,not chaotic,chaotic
17,Sim.18,chaotic,chaotic,not chaotic,chaotic
18,Sim.18,chaotic,chaotic,not chaotic,not chaotic
19,Sim.18,chaotic,chaotic,not chaotic,not chaotic
20,Sim.18,chaotic,chaotic,not chaotic,not chaotic
21,Sim.18,not chaotic,chaotic,not chaotic,chaotic
22,Sim.18,not chaotic,chaotic,not chaotic,not chaotic
23,Sim.18,chaotic,chaotic,not chaotic,not chaotic
24,Sim.18,chaotic,chaotic,not chaotic,not chaotic
25,Sim.18,not chaotic,chaotic,not chaotic,not chaotic
26,Sim.18,not chaotic,chaotic,not chaotic,not chaotic
27,Sim.18,chaotic,chaotic,not chaotic,not chaotic
28,Sim.18,chaotic,chaotic,not chaotic,not chaotic
29,Sim.18,chaotic,chaotic,not chaotic,not chaotic
30,Sim.18,chaotic,chaotic,not chaotic,not chaotic
31,Sim.18,chaotic,chaotic,not chaotic,not chaotic
32,Sim.18,not chaotic,chaotic,not chaotic,not chaotic
33,Sim.18,not chaotic,not chaotic,not chaotic,not chaotic
34,Sim.18,not chaotic,not chaotic,not chaotic,not chaotic
35,Sim.18,not chaotic,not chaotic,not chaotic,not chaotic
36,Sim.18,not chaotic,not chaotic,not chaotic,not chaotic
37,Sim.18,not chaotic,not chaotic,not chaotic,not chaotic
38,Sim.18,not chaotic,not chaotic,not chaotic,not chaotic
39,Sim.18,not chaotic,not chaotic,not chaotic,not chaotic
40,Sim.18,not chaotic,not chaotic,not chaotic,not chaotic
41,Sim.18,not chaotic,not chaotic,not chaotic,not chaotic
42,Sim.18,chaotic,not chaotic,not chaotic,not chaotic
43,Sim.18,not chaotic,not chaotic,not chaotic,not chaotic
44,Sim.18,chaotic,not chaotic,not chaotic,not chaotic
45,Sim.18,not chaotic,not chaotic,not chaotic,not chaotic
46,Sim.18,not chaotic,not chaotic,not chaotic,not chaotic
47,Sim.18,not chaotic,not chaotic,not chaotic,not chaotic
48,Sim.18,chaotic,not chaotic,not chaotic,not chaotic
49,Sim.18,chaotic,chaotic,chaotic,chaotic
50,Sim.18,chaotic,chaotic,chaotic,chaotic
51,Sim.18,chaotic,chaotic,chaotic,chaotic
52,Sim.18,chaotic,chaotic,chaotic,chaotic
53,Sim.18,chaotic,chaotic,chaotic,chaotic
54,Sim.18,chaotic,chaotic,chaotic,chaotic
55,Sim.18,chaotic,chaotic,chaotic,chaotic
56,Sim.18,chaotic,chaotic,chaotic,chaotic
57,Sim.18,not chaotic,chaotic,chaotic,chaotic
58,Sim.18,not chaotic,chaotic,chaotic,chaotic
59,Sim.18,chaotic,chaotic,chaotic,chaotic
60,Sim.18,not chaotic,chaotic,chaotic,chaotic
61,Sim.18,chaotic,chaotic,chaotic,chaotic
62,Sim.18,chaotic,chaotic,chaotic,chaotic
63,Sim.18,not chaotic,chaotic,chaotic,not chaotic
64,Sim.18,not chaotic,chaotic,chaotic,not chaotic
65,Sim.18,chaotic,not chaotic,not chaotic,not chaotic
66,Sim.18,not chaotic,not chaotic,not chaotic,not chaotic
67,Sim.18,not chaotic,not chaotic,not chaotic,not chaotic
68,Sim.18,chaotic,not chaotic,not chaotic,not chaotic
69,Sim.18,not chaotic,not chaotic,not chaotic,not chaotic
70,Sim.18,chaotic,not chaotic,not chaotic,not chaotic
71,Sim.18,not chaotic,not chaotic,not chaotic,not chaotic
72,Sim.18,not chaotic,not chaotic,not chaotic,not chaotic
73,Sim.18,not chaotic,chaotic,not chaotic,not chaotic
